#   1 X                Object position along x                                    [pixel]
#   2 Y                Object position along y                                    [pixel]
#   3 MAG              Object magnitude                                           [AB]
#   4 TYPE             Object type                                                [0=star, others=FITS]
#   5 ORIENTATION      Objects orientation                                        [deg]
3057.743472 1046.327914 21.852120 0 0.00000
2927.947893 3208.207492 27.426537 0 0.00000
4090.482837 703.991066 25.526792 0 0.00000
2867.388082 205.540273 25.103805 0 0.00000
2519.951099 700.508125 20.193372 0 0.00000
247.841243 689.914061 28.526463 0 0.00000
2851.231374 3166.920276 27.020092 0 0.00000
1894.581358 1441.802038 20.803861 0 0.00000
237.754983 2498.379644 24.965978 0 0.00000
3641.407616 3980.476106 21.493537 0 0.00000
1322.163435 934.306145 24.758546 0 0.00000
263.149134 2654.572279 26.328246 0 0.00000
2065.459077 869.531619 24.399788 0 0.00000
1942.130705 3974.315159 23.002972 0 0.00000
473.759322 3440.588728 27.856444 0 0.00000
1863.314266 3030.141989 29.630079 0 0.00000
3593.606301 3933.093446 25.071007 0 0.00000
3143.103518 336.108995 29.080485 0 0.00000
3012.757607 1406.194197 23.950331 0 0.00000
3216.293589 2703.817983 24.649337 0 0.00000
220.787025 2849.566048 20.168621 0 0.00000
2158.563044 1988.349094 21.743388 0 0.00000
3657.993265 3481.503872 25.351065 0 0.00000
216.505153 3347.247909 13.645556 0 0.00000
2049.318170 1739.324459 29.093073 0 0.00000
4027.043407 2066.775775 18.050701 0 0.00000
2888.434401 3647.158589 29.201131 0 0.00000
37.999371 2388.433753 27.342667 0 0.00000
1533.199735 1451.832539 23.139441 0 0.00000
819.439944 1037.871003 20.390701 0 0.00000
1788.886020 3077.698828 29.742776 0 0.00000
2254.290592 1659.869154 22.991513 0 0.00000
1838.194048 1179.725359 21.883875 0 0.00000
2929.178822 1499.335740 23.783760 0 0.00000
1706.999346 2492.801678 24.829197 0 0.00000
1287.326585 784.354666 23.390050 0 0.00000
290.777511 1110.183990 24.842967 0 0.00000
3540.890665 1235.405948 28.399894 0 0.00000
1963.138850 1859.125712 28.735409 0 0.00000
1494.477276 3679.520222 21.341367 0 0.00000
3906.858917 256.545748 29.908506 0 0.00000
455.726865 2996.924966 19.810057 0 0.00000
3203.726189 3564.655563 23.593068 0 0.00000
3377.265637 1457.956417 22.801776 0 0.00000
2831.036871 4010.493611 28.958656 0 0.00000
2969.072287 2812.650956 20.083721 0 0.00000
2265.767650 2595.527679 28.436958 0 0.00000
2009.556249 2286.137946 19.304466 0 0.00000
2104.823907 3689.083851 28.989260 0 0.00000
2658.414816 3446.528970 24.316446 0 0.00000
1258.159764 3707.263293 25.973060 0 0.00000
2430.442585 2017.722585 25.408044 0 0.00000
846.691149 2283.575047 29.778292 0 0.00000
3742.170236 4119.674405 21.463110 0 0.00000
3703.993622 1685.571937 21.041395 0 0.00000
1645.487889 2639.689423 23.600008 0 0.00000
1512.744854 516.211064 21.421480 0 0.00000
501.627829 2745.251366 27.032169 0 0.00000
755.499297 1506.187443 25.496088 0 0.00000
2099.951822 1863.920989 16.501575 0 0.00000
2041.500392 340.233842 29.512729 0 0.00000
1669.556479 977.907070 29.356402 0 0.00000
2668.569267 2649.268303 25.474502 0 0.00000
921.052308 1876.210307 29.976181 0 0.00000
2041.008688 2717.522365 21.795511 0 0.00000
2699.017907 2285.749711 29.955852 0 0.00000
620.775197 1996.275809 20.900415 0 0.00000
2998.159887 2744.272527 19.646202 0 0.00000
2838.006807 2493.612332 25.059735 0 0.00000
3385.670511 1095.415407 26.291850 0 0.00000
2600.809606 1648.633657 22.390666 0 0.00000
1405.469605 2660.923305 25.835232 0 0.00000
2.534271 1165.570415 27.164234 0 0.00000
1141.797955 1037.937128 22.099707 0 0.00000
1181.072124 4052.348017 25.450744 0 0.00000
448.513238 3908.117043 18.955525 0 0.00000
134.774366 110.404205 25.101233 0 0.00000
1821.576073 1114.786146 28.591642 0 0.00000
488.507104 3053.296515 27.942706 0 0.00000
1447.745160 3738.616156 27.800368 0 0.00000
2230.949007 1962.880104 22.926512 0 0.00000
3581.139295 323.488529 18.993710 0 0.00000
1542.507945 1661.498147 21.287807 0 0.00000
572.411171 1934.270926 23.282764 0 0.00000
3286.196978 1435.146770 28.895248 0 0.00000
522.263352 94.099998 27.521794 0 0.00000
